year,Nombre d’établissements,Consommation de combustibles minéraux solides,Consommation de gaz naturel et autres gaz,Consommation de biogaz et biométhane,Consommation de coke de pétrole,Consommation de butane-propane,Consommation de fioul lourd,Consommation de fioul domestique,Consommation de gazole non routier,Consommation de combustibles usuels,Consommation d’autres produits pétroliers,Consommation de liqueur noire,Consommation de bois et sous-produit du bois,Consommation d’hydrogène,Consommation de combustibles spéciaux renouvelables,Consommation de combustibles spéciaux non renouvelables,Consommation autres combustibles,Vapeur consommée,Consommation d’électricité,Total brut de la consommation,Vapeur vendue,Consommation de combustibles pour la production d'électricité,Total net de la consommation,ID,NAF,Total combustibles,Autoconsommation d'électricité,REG,TEFF, NAF,"Combustibles minéraux solides (houille, lignite - charbon pauvre, coke de houille)",Combustibles spéciaux renouvelables,Combustibles spéciaux non renouvelables,Consommation pour production d'électricité,Combustibles spéciaux nonrenouvelables
2019,1388.0,0,27,,0,2,0,10,,39,s,0,0,s,0,s,0,2,41,83,ns,ns,83,33,Réparation et installation de machines et d'équipements,40,,,,,,,,,
2019,384.0,0,85,,0,s,2,26,,s,0,0,s,0,s,0,1,s,63,189,ns,ns,187,38,Récupération,s,,,,,,,,,
2019,19943.0,5437,10509,,568,2928,168,273,,19884,1567,778,905,295,295,400,4239,1818,9464,35404,424,609,34371,,,24122,,Toutes régions,,,,,,,
2019,1490.0,26,652,,15,4,1,9,,708,0,0,s,0,s,s,5,18,454,1186,ns,ns,1177,,,713,,Île-de-France,,,,,,,
2019,1032.0,26,414,,40,10,2,11,,504,s,0,28,s,8,5,41,6,302,854,ns,ns,810,,,545,,Centre-Val de Loire,,,,,,,
2019,1305.0,25,377,,0,21,10,14,,448,0,0,52,42,s,s,109,116,479,1153,ns,ns,1152,,,558,,Bourgogne-Franche-Comté,,,,,,,
2019,1244.0,11,s,,s,s,10,16,,2258,784,s,87,s,43,s,920,249,719,4146,ns,ns,4065,,,3178,,Normandie,,,,,,,
2019,1997.0,s,1993,,131,s,s,33,,4923,345,0,43,10,14,82,494,157,1800,7375,ns,ns,7210,,,5417,,Hauts-de-France,,,,,,,
2019,2096.0,887,2176,,41,19,10,43,,3175,7,0,247,94,84,134,566,282,1439,5461,ns,ns,5277,,,3740,,Grand Est,,,,,,,
2019,1733.0,10,421,,49,16,5,20,,521,s,0,43,s,17,43,103,55,490,1168,ns,ns,1156,,,624,,Pays de la Loire,,,,,,,
2019,1172.0,s,338,,0,30,11,11,,s,0,s,s,s,22,0,s,39,347,820,ns,ns,815,,,434,,Bretagne,,,,,,,
2019,1868.0,81,577,,s,24,36,s,,766,13,509,233,10,47,20,832,296,648,2542,ns,ns,2395,,,1598,,Nouvelle-Aquitaine,,,,,,,
2019,1368.0,35,323,,82,10,12,18,,481,0,s,48,0,7,s,237,54,419,1191,ns,ns,1189,,,718,,Occitanie,,,,,,,
2019,3591.0,204,1270,,105,37,51,34,,1701,2,0,85,31,31,55,204,276,1625,3806,ns,ns,3749,,,1905,,Auvergne-Rhône-Alpes,,,,,,,
2019,801.0,s,s,,64,1511,16,20,,3979,416,s,33,104,s,s,691,206,700,5576,ns,ns,5249,,,4670,,Provence-Alpes-Côte d'Azur et Corse,,,,,,,
2019,247.0,0,0,,0,2,s,s,,s,1,0,s,0,s,0,s,64,42,128,ns,ns,128,,,21,,Dom,,,,,,,
2019,19943.0,5437,10509,,568,2928,168,273,,19884,1567,778,905,295,295,400,4239,1818,9464,35404,424,609,34371,,,24122,,,Total industrie,,,,,,
2019,11164.0,7,637,,36,58,17,99,,853,21,15,87,1,14,1,139,22,979,1994,ns,ns,1977,,,992,,,20 à 49 salariés,,,,,,
2019,3987.0,253,1036,,251,40,19,59,,1656,s,0,105,6,s,203,579,160,1174,3570,ns,ns,3561,,,2236,,,50 à 99 salariés,,,,,,
2019,3299.0,444,3575,,181,75,35,64,,4374,18,210,320,35,124,171,879,709,2427,8388,ns,ns,8192,,,5253,,,100 à 249 salariés,,,,,,
2019,1027.0,326,3068,,s,835,77,s,,4356,s,552,357,102,s,10,1377,612,2181,8526,ns,ns,7979,,,5733,,,250 à 499 salariés,,,,,,
2019,466.0,4408,2194,,s,1920,20,s,,8644,1057,0,35,151,7,14,1264,315,2703,12927,ns,ns,12662,,,9908,,,500 salariés ou plus,,,,,,
2020,19892.0,,9947.7,,590.3,2231.8,145.9,247.4,,17707.8,1505,s,859.6,218.9,,,3815.2,1629.6,8772.6,32153.5,406,,31369.7,_T,Total industrie,,,,,,4554.2,s,307,388,
2020,195.0,,32.4,,0,1.2,0.3,61.1,,94.9,10.2,0,s,0,,,s,s,49.9,171.4,s,,171.2,07 - 08 - 09,Toutes les Industries extractives,,,,,,0,s,0,s,
2020,3109.0,,2348.3,,0,77.2,37.9,29.1,,2686.2,0.3,0,113.1,2.2,,,213.2,294.6,1698.9,4897.7,s,,4705.9,10 - 11 - 12,"Industries alimentaires, Fabrication de boissons, Fabrication de produits à base de tabac",,,,,,196.2,99,0.8,s,
2020,429.0,,73.2,,0,4.1,0.8,2.2,,80.3,0,0,0,0,,,0,s,s,167.7,s,,167.7,13,Fabrication de textiles,,,,,,0,0,0,s,
2020,282.0,,s,,0,s,0.1,0.9,,s,0,0,0,0,,,0,0.1,s,19.6,s,,19.6,14,Industrie de l'habillement,,,,,,0,0,0,s,
2020,236.0,,7.4,,0,0.4,0.0,0.5,,8.4,0,0,s,0,,,s,s,11.4,20.0,s,,20.0,15,Industrie du cuir et de la chaussure,,,,,,0,0,0,s,
2020,661.0,,61.7,,0,4.1,1.0,14,,80.9,0,s,s,0,,,275.2,0.4,145.8,502.4,s,,479.4,16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie",,,,,,0,s,0,s,
2020,568.0,,702.6,,0,s,35.9,5.4,,759.6,0,s,337.6,0,,,1194.2,269.4,627.7,2851.2,s,,2655.2,17,Industrie du papier et du carton,,,,,,s,s,s,s,
2020,540.0,,33.8,,0,s,0.0,0.4,,s,0,0,s,0,,,0.4,s,s,114.2,s,,114.1,18,Imprimerie et reproduction d'enregistrements,,,,,,0,0,s,s,
2020,942.0,,2852.4,,s,2055.8,23.5,s,,5264.9,1436.9,0,90.4,205.3,,,1553.5,840.6,1490.4,9356.1,s,,9012.5,20,Industrie chimique,,,,,,317.2,s,s,s,
2020,279.0,,168.1,,0,1.4,0.0,0.9,,170.3,0,0,0,0,,,s,s,s,473.6,s,,470.9,21,Industrie pharmaceutique,,,,,,0,0,s,s,
2020,1365.0,,201.8,,0,14.7,8.5,4.2,,229.2,0,0,8.8,0,,,9.7,35.4,485.6,760.0,s,,753.7,22,Fabrication de produits en caoutchouc et en plastique,,,,,,0,s,s,s,
2020,933.0,,1545,,s,s,32.2,s,,2272.7,43.3,0,59.6,1.4,,,491.8,15.9,662.4,3444.3,s,,3443.0,23,Fabrication d'autres produits minéraux non métalliques,,,,,,203.8,116.4,272.5,s,
2020,439.0,,948.9,,s,s,1.2,s,,4900.9,s,0,s,8.5,,,30.4,39.2,1562,6541.0,s,,6536.7,24,Métallurgie,,,,,,3783.9,0,s,s,
2020,3398.0,,235.8,,s,s,0.3,10.4,,266.3,0,0,s,s,,,1,1.2,353.7,624.6,s,,623.9,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",,,,,,s,0,0.3,s,
2020,622.0,,s,,0,0.2,0.0,s,,s,0,0,0,0.1,,,0,1.1,s,193.9,s,,193.8,26,"Fabrication de produits informatiques, électroniques et optiques",,,,,,0,0,0,s,
2020,685.0,,137.3,,0,2.5,0.3,2.4,,175.8,0,0,0,0.2,,,s,s,185.6,363.3,s,,363.1,27,Fabrication d'équipements électriques,,,,,,33.3,s,0,s,
2020,1485.0,,117.8,,0,s,1.7,s,,s,0,0,s,s,,,1.5,1.3,s,295.3,s,,294.4,28,Fabrication de machines et équipements n.c.a.,,,,,,0,0.1,s,s,
2020,653.0,,230.4,,0,9.7,0.0,4.1,,242.8,0,0,1.4,0,,,1.5,16.8,447,709.4,s,,706.3,29,Industrie automobile,,,,,,0,0,0.1,s,
2020,308.0,,s,,0,2.3,0.1,s,,s,s,0,s,0.1,,,8.8,s,s,259.6,s,,258.8,30,Fabrication d'autres matériels de transport,,,,,,0,0,0.1,s,
2020,386.0,,14.4,,0,3.3,0.0,2.3,,19.8,0,0,s,0,,,s,0.2,s,67.9,s,,67.8,31,Fabrication de meubles,,,,,,0,0,0,s,
2020,572.0,,36.4,,0,1.5,0.1,0.7,,38.5,0,0,0.3,0.1,,,0.3,0.4,59,98.3,s,,98.3,32,Autres industries manufacturières,,,,,,0,0,0,s,
2020,1405.0,,s,,0,1.5,0.5,s,,29.4,0.2,0,0.1,0,,,0.3,2,49.9,82.1,s,,74.3,33,Réparation et installation de machines et d'équipements,,,,,,0,0,0.1,s,
2020,401.0,,56.5,,0,0.9,1.5,22,,81,0,0,s,0,,,0.8,11.2,46.8,139.9,s,,139.2,38,Récupération,,,,,,0,s,0,s,
2020,19892.0,,9947.7,,590.3,2231.8,145.9,247.4,,17707.8,1505,s,859.6,218.9,,,3815.2,1629.6,8772.6,32153.5,406,,31369.7,,,,,Toutes régions,,,4554.2,s,307,388,
2020,1654.0,,554.7,,1,7.5,1.8,9.9,,591.2,0,0,s,s,,,5.1,26.3,501.1,1124.2,s,,1115.8,,,,,Île-de-France,,,16.6,1.8,s,s,
2020,1030.0,,399.8,,25.2,5.3,2.1,8.7,,465.0,s,0,s,0.2,,,s,s,s,792.1,s,,746.7,,,,,Centre-Val de Loire,,,24.7,8.9,s,s,
2020,1255.0,,431,,0,15.4,0.5,13.7,,475.8,s,0,27.2,s,,,72.8,108.4,474,1158.2,s,,1157.5,,,,,Bourgogne-Franche-Comté,,,15.4,33.9,s,s,
2020,1230.0,,s,,s,s,10,21.8,,2050.8,713.9,0,90.7,1,,,850.4,257.3,635.5,3796.2,s,,3783.1,,,,,Normandie,,,14.4,42.5,3.3,s,
2020,1898.0,,1878.8,,130.3,s,12.6,31.5,,4394.2,355.9,0,s,s,,,s,s,s,6709.3,s,,6587.7,,,,,Hauts-de-France,,,s,s,78.3,s,
2020,2031.0,,1998.3,,116.7,18.5,4.7,37.2,,2712.7,s,0,261.4,s,,,513,208,1269,4762.3,s,,4562.9,,,,,Grand Est,,,538.9,141.5,76.8,s,
2020,1766.0,,353.3,,s,19,s,18.7,,435.8,0.1,0,33,0.3,,,80.7,54.4,454.9,1026.7,s,,1025.7,,,,,Pays de la Loire,,,10.9,s,s,s,
2020,1155.0,,335.2,,0,26.9,s,10.0,,388.3,0,s,1.2,s,,,s,s,s,834.6,s,,828.6,,,,,Bretagne,,,s,s,0.5,s,
2020,1875.0,,582.5,,s,s,41.1,23.0,,744.5,10.5,450,217.8,7,,,721.1,317,599.5,2389.5,s,,2253.6,,,,,Nouvelle-Aquitaine,,,59.1,27.6,15.2,s,
2020,1342.0,,306.2,,70.9,11.7,s,15.2,,432.0,0,s,62.7,0,,,270.4,s,s,1105.5,s,,1086.2,,,,,Occitanie,,,s,11.4,s,s,
2020,3533.0,,963.1,,121,32.1,27.2,28.8,,1291.0,0.4,0,70.7,16.7,,,141.7,186,1407.4,3044.8,s,,2999.7,,,,,Auvergne-Rhône-Alpes,,,120.8,25.7,44.9,s,
2020,848.0,,s,,56.2,1055,s,13.2,,3707.4,385.1,s,s,101.2,,,576.3,194.8,693,5272.9,s,,5085.5,,,,,Provence-Alpes-Côte d'Azur et Corse,,,s,s,10,s,
2020,276.0,,0.3,,0,0.8,2.8,15.5,,19.1,s,0,s,0,,,32.5,33.9,51.4,137.2,s,,136.7,,,,,Dom,,,0,s,0,s,
2020,19892.0,,9947.7,,590.3,2231.8,145.9,247.4,,17707.8,1505.0,s,859.6,218.9,,,3815.2,1629.6,8772.6,32153.5,406,,31369.7,,,,,,Total industrie,,4554.2,s,307,388,
2020,11064.0,,532.6,,42.0,48.9,12.6,84.2,,792.6,20.7,0,33.3,0,,,91.3,14.9,809.5,1710.3,s,,1706.4,,,,,,20 à 49 salariés,,74.3,36.8,0.5,s,
2020,4042.0,,964.8,,186.8,27.9,28.0,59.9,,1477.5,161.4,0,141.1,3.1,,,512.6,198.1,1042.1,3234.4,s,,3197.8,,,,,,50 à 99 salariés,,211.3,80.3,129.8,s,
2020,3258.0,,3464.0,,221.6,70.6,31.5,56.7,,4145.1,12.8,s,322.5,s,,,856.1,552.4,2209.7,7788.6,s,,7668.9,,,,,,100 à 249 salariés,,305.2,195.1,s,s,
2020,1045.0,,2967.1,,23.3,917.7,69.9,28.1,,4345.1,604.6,s,309.4,s,,,1575.2,598.0,2160.5,8799.7,s,,8259.8,,,,,,250 à 499 salariés,,340.4,s,s,s,
2020,483.0,,2019.2,,116.6,1166.8,3.9,18.6,,6947.6,705.6,0,53.4,75.7,,,780.0,266.1,2550.8,10620.5,s,,10536.8,,,,,,500 salariés ou plus,,3622.9,s,s,s,
2021,20495.0,,10550.9,52.3,581.5,2336.2,321.5,114.5,186.8,19097.7,1537,s,936.6,303.8,,,4141.5,1939.7,9451.5,34630.4,427.6,,33495.1,_T,Total industrie,,,,,,5006.4,s,389.1,687,
2021,212.0,,38.4,s,0,0.4,0,3.0,67.4,109.2,s,0,s,0,,,s,s,69,194.0,0,,s,07 - 08 - 09,Toutes les Industries extractives,,,,,,0,0,0,s,
2021,3299.0,,2410.5,17.1,0,73.6,26.6,21.7,13.5,2765.3,1.6,0,143.5,2.7,,,160.9,277,1778.2,4981.3,s,,4731.4,10 - 11 - 12,"Industries alimentaires, Fabrication de boissons, Fabrication de produits à base de tabac",,,,,,219.3,13,0.1,s,
2021,433.0,,65.9,0,0,5.4,0.8,2.0,0.8,74.9,0,0,0,0,,,0,s,s,161.4,0,,160.5,13,Fabrication de textiles,,,,,,0,0,0,0.9,
2021,250.0,,8.9,0,0,0.2,0.1,0.9,0,10.1,0,0,0,0,,,s,0,s,17.0,0,,17,14,Industrie de l'habillement,,,,,,0,0,s,0,
2021,248.0,,22.5,0,0,71.2,s,0.6,s,95.4,0,0,s,0,,,0.1,0.1,12.1,107.8,0,,s,15,Industrie du cuir et de la chaussure,,,,,,0,0,s,s,
2021,763.0,,66.9,0,0,4.5,0.9,5.3,11.5,89.1,0,s,s,0,,,351.6,15.4,226.4,682.6,0,,630.5,16,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles - fabrication d'articles en vannerie et sparterie",,,,,,0,s,0.1,52.1,
2021,575.0,,762.7,s,0,5.5,s,3.4,3.2,817.0,s,s,350,0,,,1171.9,364.5,672.1,3025.5,s,,2594,17,Industrie du papier et du carton,,,,,,s,52.7,15.2,s,
2021,539.0,,s,0,0,s,s,0.8,0,40.7,0,0,s,0,,,1.6,1.9,84.8,129.0,0,,128.7,18,Imprimerie et reproduction d'enregistrements,,,,,,0,s,s,0.2,
2021,948.0,,2806.1,2.7,s,2071.9,s,18.3,5.2,5255.2,1365.8,0,75,287.4,,,1744,1049.7,1532.4,9581.2,232.7,,9255.8,20,Industrie chimique,,,,,,340.8,8.7,7.1,92.7,
2021,274.0,,170.4,s,0,s,s,0.8,0.1,172.8,0,0,s,s,,,s,s,224.2,498.3,s,,495.5,21,Industrie pharmaceutique,,,,,,0,0,s,s,
2021,1423.0,,171.8,s,0,18.7,0,4.7,0.6,195.8,0,0,s,s,,,1.6,45.8,554.5,797.7,0,,784.5,22,Fabrication de produits en caoutchouc et en plastique,,,,,,0,s,1.2,13.2,
2021,944.0,,1766.3,3.6,419.6,s,s,8.9,s,2740.6,38.9,0,40.3,1.5,,,526.4,8.2,724.2,3999.4,0,,3996.5,23,Fabrication d'autres produits minéraux non métalliques,,,,,,256.8,88.4,357.3,2.9,
2021,436.0,,1103.2,s,159.5,9.6,0.2,8.0,9.3,5445.7,7.6,0,3.5,7.9,,,18.9,15.1,1788,7267.7,s,,7256.8,24,Métallurgie,,,,,,4155.8,0,0,s,
2021,3468.0,,286.8,0,s,17.1,0.4,8.8,s,326.9,0,0,s,0.8,,,2.6,0.5,418.8,748.7,0,,748.2,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",,,,,,s,0,s,0.5,
2021,685.0,,29.8,0,0,s,0.1,0.7,s,31.8,0,0,0,0.1,,,0.1,1,196.2,229.1,0,,228.2,26,"Fabrication de produits informatiques, électroniques et optiques",,,,,,0,0,0,0.9,
2021,678.0,,s,s,0,s,0,1.8,0.3,148.7,0,0,s,s,,,0.8,1.4,163.1,313.9,0,,313.4,27,Fabrication d'équipements électriques,,,,,,s,0,0,0.5,
2021,1507.0,,137.1,s,0,8.5,0.4,7.1,2.9,156.0,s,0,s,s,,,0.8,3.1,176.1,336.0,0,,335,28,Fabrication de machines et équipements n.c.a.,,,,,,0,0,0.1,1,
2021,674.0,,274.2,6.3,0,s,s,3.1,1.6,288.4,s,0,2,0.1,,,s,s,338.9,677.7,0,,664.3,29,Industrie automobile,,,,,,0,0.1,0.5,11.9,
2021,310.0,,106,0,0,2.9,0.2,1.4,0.9,111.4,s,0,s,2.7,,,16.9,15.9,165.6,309.7,0,,307.9,30,Fabrication d'autres matériels de transport,,,,,,0,0,s,1.9,
2021,361.0,,s,0,0,s,s,2.1,0,22.9,s,0,12.7,s,,,s,s,40.9,81.3,0,,s,31,Fabrication de meubles,,,,,,0,s,0,s,
2021,584.0,,38.3,0,0,s,s,0.7,0,40.2,s,0,s,0.1,,,0.9,0.1,58.3,99.4,0,,99.2,32,Autres industries manufacturières,,,,,,0,0,0,0.2,
2021,1447.0,,25.1,s,s,6.5,0,4.2,s,56.4,s,0,0.1,0.1,,,s,s,s,196.3,0,,s,33,Réparation et installation de machines et d'équipements,,,,,,0,0,0,s,
2021,435.0,,s,s,0,1.2,1.2,6.4,s,103.4,s,0,s,0,,,1.9,12.4,77.8,195.4,0,,193.9,38,Récupération,,,,,,0,0.9,s,1.5,
2021,20495.0,,10550.9,52.3,581.5,2336.2,321.5,114.5,186.8,19097.7,1537,s,936.6,303.8,,,4141.5,1939.7,9451.5,34630.4,427.6,,33495.1,,,,,Toutes régions,,,5006.4,s,,687,389.1
2021,1702.0,,595.8,1.1,s,4.1,s,3.3,9.3,638.2,0,0,s,1.4,,,s,s,379.5,1035.2,s,,1026.5,,,,,Île-de-France,,,24.5,1.7,,s,0.4
2021,1062.0,,395.8,s,29.3,11.7,s,s,3.2,477.0,33.1,0,s,0.3,,,s,s,312.6,851.6,0,,797.7,,,,,Centre-Val de Loire,,,28,s,,53.5,s
2021,1328.0,,453,4.6,0,s,s,s,5.6,711.6,9.5,0,48.8,s,,,112,121.1,469.4,1414.1,s,,1409.9,,,,,Bourgogne-Franche-Comté,,,15.4,7.1,,s,s
2021,1235.0,,s,1.2,s,s,6.2,5.5,8.3,1813.3,750.7,0,95.1,s,,,888,226.6,640.8,3568.7,10.7,,3477.6,,,,,Normandie,,,14.7,s,,80.4,s
2021,2028.0,,2114,8.6,s,s,6.5,12.7,18.5,5177.1,s,0,s,4.8,,,383.4,209.2,1802.6,7572.3,18.3,,7397.6,,,,,Hauts-de-France,,,s,s,,156,83
2021,2017.0,,2136.8,13.7,69.7,20,1.6,14.7,28.6,2838.3,s,0,302.2,s,,,582,206.3,1478.6,5105.3,88.5,,4902.6,,,,,Grand Est,,,566.9,113.5,,112,89.8
2021,1833.0,,370.1,1.6,s,19.9,6.1,9.4,9.9,450.1,s,0,s,s,,,99.9,51.8,458.2,1060.0,0,,s,,,,,Pays de la Loire,,,s,s,,s,60.8
2021,1242.0,,427.1,s,0,23.7,4.5,5.4,7.0,467.7,0,s,s,0,,,17,50.1,382.5,917.3,s,,912,,,,,Bretagne,,,0,0,,s,s
2021,1922.0,,560,s,s,21.7,29.6,s,25.2,744.3,10.5,503.6,274.5,0.8,,,831.8,329.9,717.1,2623.2,s,,2264.9,,,,,Nouvelle-Aquitaine,,,79.3,25.4,,s,16.8
2021,1398.0,,s,s,57.6,13,3.5,4.6,13.5,442.9,0,s,56.6,0.1,,,264.7,47.9,429.7,1185.2,0,,1181.7,,,,,Occitanie,,,s,s,,3.6,45.1
2021,3606.0,,1242.8,4.9,156.2,177.2,20.9,17.8,21.6,1822.3,8.9,0,43,6,,,139.4,276.1,1609.9,3847.7,s,,3804.2,,,,,Auvergne-Rhône-Alpes,,,185.8,19.8,,s,61.8
2021,818.0,,s,0,59.2,1168.8,s,14,9.1,3466.5,421.6,s,s,172.4,,,753.4,318.3,719.2,5257.4,166.8,,5081.2,,,,,Provence-Alpes-Côte d'Azur et Corse,,,s,12.8,,9.4,17.9
2021,304.0,,10.4,7,0,0.7,3.3,7.1,27.0,48.5,1.8,0,0,0,,,5.8,86.8,51.4,192.5,0,,s,,,,,Dom,,,0,4,,s,0
2021,20495.0,,10550.9,52.3,581.5,2336.2,321.5,114.5,186.8,19097.7,1537,s,936.6,303.8,,,4141.5,1939.7,9451.5,34630.4,427.6,,33495.1,,,,,,Total industrie,,5006.4,s,389.1,687,
2021,11423.0,,684.5,7.1,s,189.7,s,24.3,88.4,1112.3,s,0,81.5,1.6,,,108.2,31.5,1096.4,2348.5,0,,2313.3,,,,,,20 à 49 salariés,,81.8,s,s,35.2,
2021,4257.0,,1087.5,8.1,152,48.8,s,22.2,s,1795.9,197.9,0,183.9,5.6,,,579.8,122.5,1202.1,3700.2,s,,3679.5,,,,,,50 à 99 salariés,,218.0,50.2,142.3,s,
2021,3273.0,,3694.9,18.6,254.3,68.5,s,30.6,s,4465.1,s,s,307.1,15.9,,,730.2,783.8,2377.9,8357.0,51.6,,8082.2,,,,,,100 à 249 salariés,,357.3,106.8,229.6,337,
2021,1068.0,,2864.5,s,s,987.5,52,14.8,s,4341.1,589.8,s,317.5,218.6,,,1880.6,715.1,2283.0,9219.9,326.6,,8595.0,,,,,,250 à 499 salariés,,390.2,s,4.9,165.8,
2021,473.0,,2219.5,s,126.6,1041.6,2.6,22.7,11.1,7383.3,725,0,46.5,62.1,,,842.7,286.8,2492.1,11004.8,s,,10825.1,,,,,,500 salariés ou plus,,3959.1,s,s,s,
2022,223.0,0,30.6,s,0,0.6,0.2,0.1,68.5,100,s,0,s,0,0.5,0,s,s,68.6,186.5,0,0.2,186.4,B07T09,"Industries extractives (à l’exception de l’extraction de houille, de lignite et d’hydrocarbures)",,,,,,,,,,
2022,3397.0,84.4,2517.3,26.5,0,77.5,3.3,20.6,14,2717.3,0.8,0,104.3,2.5,17,0,124.7,255.7,1966.3,5063.9,60.4,320.5,4683,C10T12,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac",,,,,,,,,,
2022,450.0,0,78.8,0,0,6.0,0,s,0.9,s,0,0,0,0,0,0,0,s,80.4,174.0,0,s,s,13,Fabrication de textiles,,,,,,,,,,
2022,225.0,0,21,0,0,0.3,0,0.3,0,21.5,0,0,0,0,s,s,0.5,0,6.9,28.9,0,0,28.7,14,Industrie de l'habillement,,,,,,,,,,
2022,254.0,0,8.9,0,0,0.5,s,s,0,10.1,0,0,0.2,0,0,0,0.2,0.1,11.0,21.4,0,s,s,15,Industrie du cuir et de la chaussure,,,,,,,,,,
2022,738.0,0,45.9,0,0,4.4,0.2,2.1,11.8,64.4,0,s,397.1,0,s,0,401.5,20.3,205.8,692.1,0,31,661.1,16,"Travail du bois et fabrication d'articles en bois et en liège, à l’exception des meubles ; fabrication d’articles en vannerie et sparterie",,,,,,,,,,
2022,586.0,0,730.8,14,0,6.4,36.7,2.6,2.9,779.5,s,s,298.8,0,109.7,13.4,1173,361.5,647.1,2961.2,s,s,2605.1,17,Industrie du papier et du carton,,,,,,,,,,
2022,525.0,0,34.6,0,0,1.4,0,s,0,s,0,0,s,0,s,s,s,s,89.0,127.8,0,s,s,18,Imprimerie et reproduction d'enregistrements,,,,,,,,,,
2022,942.0,303.6,2516.4,8.4,s,1535.5,20.3,s,s,4446.7,1028.8,0,170.8,362.4,5.5,8,1575.5,991.8,1423.1,8437.1,s,s,8169.6,20,Industrie chimique,,,,,,,,,,
2022,268.0,0,167.4,4.5,0,1.1,0.1,0.9,0.2,169.7,0,0,0,s,s,s,s,s,218.6,464.3,s,s,461.1,21,Industrie pharmaceutique,,,,,,,,,,
2022,1409.0,0,159.2,s,0,11.6,8.1,4.1,0.9,183.8,0,0,s,0,s,s,0.9,39.6,511.4,735.7,s,s,734,22,Fabrication de produits en caoutchouc et en plastique,,,,,,,,,,
2022,944.0,226.6,1506,s,478.7,13.2,55.5,12.5,26.8,2319.2,38.8,0,91.7,1.2,99.6,349.1,580.5,9.4,713.9,3623.0,0,0.8,3622.2,23,Fabrication d'autres produits minéraux non métalliques,,,,,,,,,,
2022,415.0,3929.7,899.3,0,143.9,7.2,1,10.2,9.6,5000.9,s,0,s,6.2,0,s,9.3,20.9,1649.7,6680.7,s,s,6672.5,24,Métallurgie,,,,,,,,,,
2022,3335.0,s,233.1,0,s,19.6,4.4,s,2.8,275.4,0,0,s,1.3,s,0.2,s,s,425.7,705.5,0,4.7,700.9,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements",,,,,,,,,,
2022,719.0,0,26.3,s,0,0.3,0,0.8,0.2,27.7,0,0,s,s,0,s,0.1,1.3,195.2,224.3,0,0.4,223.8,26,"Fabrication de produits informatiques, électroniques et optiques",,,,,,,,,,
2022,646.0,s,71.1,0.8,0,1.8,s,1.7,s,87,0,0,s,s,0,s,1.4,1.4,170.0,259.8,0,s,s,27,Fabrication d'équipements électriques,,,,,,,,,,
2022,1538.0,0,99.5,0,0,8.3,0.2,5.7,5.4,119.1,s,0,s,0.1,0,0,s,s,150.4,277.0,0,0.3,276.7,28,Fabrication de machines et équipements n.c.a.,,,,,,,,,,
2022,660.0,0,213.6,3.9,0,9.0,s,1.1,s,225.5,0,0,s,s,s,s,0.6,15.7,312.7,554.5,0,3,551.5,29,Industrie automobile,,,,,,,,,,
2022,338.0,0,96,2.5,0,2.4,s,1.6,s,101.6,s,0,s,2.1,0,0,6.9,12.1,159.4,279.9,0,1.2,278.7,30,Fabrication d'autres matériels de transport,,,,,,,,,,
2022,396.0,0,16.5,0,0,2.4,0,2,0,20.9,0,0,17.6,s,s,0,17.6,0,33.2,71.7,0,0,71.7,31,Fabrication de meubles,,,,,,,,,,
2022,580.0,0,22.4,0,0,3.0,0,0.2,0.1,25.7,0,0,0,s,0,0,s,s,52.4,78.1,0,0.1,78,32,Autres industries manufacturières,,,,,,,,,,
2022,1441.0,0,s,s,0,1.6,s,s,9.7,26.6,s,0,s,s,0,0,0.2,1.4,81.9,110.1,0,2.5,107.6,33,Réparation et installation de machines et d'équipements,,,,,,,,,,
2022,416.0,0,s,s,0,2.8,s,s,s,83.3,s,0,s,0,s,s,99.3,21.7,65.2,269.5,0,0.4,269.2,38,"Collecte, traitement et élimination des déchets ; récupération",,,,,,,,,,
2022,20446.0,4564.6,9563.3,s,624.5,1716.9,131.6,140.7,188,16929.6,1102.7,s,1095.9,376.9,s,449.3,4013.3,1846.3,9238.0,32027.1,270.7,791.8,30963.9,_T,Total,,,,,,,,,,
2022,1661.0,8.2,406.9,1.9,1.4,1.8,0.1,2.1,12.8,433.2,0,0,s,0.1,s,s,s,s,420.5,893.5,s,s,892.0,,,,,Île-de-France,,,,,,,
2022,1016.0,31.8,336.8,2.3,29.5,9.2,s,s,4.9,418.0,0,0,30.5,0.2,4.5,s,s,s,296.0,757.2,0,42.4,714.8,,,,,Centre-Val de Loire,,,,,,,
2022,1328.0,11.6,416.0,2.5,s,20.8,s,4.3,12,467.6,s,0,111.9,64,s,s,193.2,129.1,495.4,1285.4,s,s,1222.4,,,,,Bourgogne-Franche-Comté,,,,,,,
2022,1235.0,s,1096.0,1.3,s,s,s,s,s,1715.9,656.6,0,43.4,s,s,0.7,895,230.3,598.9,3440.1,3.6,9.8,3426.7,,,,,Normandie,,,,,,,
